timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,IdleTime,Connect
1527357987674,2439,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-1,text,true,,529,158,2,22,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,2439,ISO-8859-1,1,0,0,1639
1527357989190,1149,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-2,text,true,,529,158,1,21,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,1149,ISO-8859-1,1,0,0,400
1527357990690,548,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-3,text,true,,529,158,1,31,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,548,ISO-8859-1,1,0,0,425
1527357992191,497,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-4,text,true,,529,158,1,41,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,497,ISO-8859-1,1,0,0,387
1527357993690,524,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-5,text,true,,529,158,1,48,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,524,ISO-8859-1,1,0,0,394
1527357995190,551,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-6,text,true,,529,158,1,55,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,551,ISO-8859-1,1,0,0,409
1527357996691,494,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-7,text,true,,529,158,1,63,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,494,ISO-8859-1,1,0,0,386
1527357998161,505,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-8,text,true,,529,158,1,60,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,505,ISO-8859-1,1,0,0,387
1527357999662,513,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-9,text,true,,529,158,1,62,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,513,ISO-8859-1,1,0,0,400
1527358001161,548,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-10,text,true,,529,158,1,65,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,548,ISO-8859-1,1,0,0,390
1527358002708,525,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-11,text,true,,529,158,1,70,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,525,ISO-8859-1,1,0,0,396
1527358004208,559,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-12,text,true,,529,158,1,74,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,559,ISO-8859-1,1,0,0,415
1527358005707,530,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-13,text,true,,529,158,1,76,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,530,ISO-8859-1,1,0,0,408
1527358007206,515,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-14,text,true,,529,158,1,78,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,515,ISO-8859-1,1,0,0,403
1527358008707,526,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-15,text,true,,529,158,1,81,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,526,ISO-8859-1,1,0,0,407
1527358010207,504,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-16,text,true,,529,158,1,87,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,504,ISO-8859-1,1,0,0,392
1527358011677,516,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-17,text,true,,529,158,1,91,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,516,ISO-8859-1,1,0,0,404
1527358013176,496,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-18,text,true,,529,158,1,93,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,496,ISO-8859-1,1,0,0,385
1527358014677,552,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-19,text,true,,529,158,1,94,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,552,ISO-8859-1,1,0,0,407
1527358016177,631,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-20,text,true,,529,158,1,97,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,631,ISO-8859-1,1,0,0,407
1527358017706,527,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-21,text,true,,529,158,1,99,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,526,ISO-8859-1,1,0,0,409
1527358019206,514,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-22,text,true,,529,158,1,101,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,514,ISO-8859-1,1,0,0,410
1527358020707,511,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-23,text,true,,529,158,1,104,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,511,ISO-8859-1,1,0,0,387
1527358022206,482,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-24,text,true,,529,158,1,107,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,482,ISO-8859-1,1,0,0,373
1527358023707,553,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-25,text,true,,529,158,1,105,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,553,ISO-8859-1,1,0,0,384
1527358025206,504,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-26,text,true,,529,158,1,110,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,504,ISO-8859-1,1,0,0,379
1527358026707,540,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,200,OK,Thread Group 1-27,text,true,,529,158,1,114,https://g8h74so6w0.execute-api.us-east-1.amazonaws.com/dev/ping,,540,ISO-8859-1,1,0,0,370
