timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Filename,Latency,Encoding,IdleTime,Connect
1527358115413,526,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-86,text,true,,307,151,1,87,,526,utf-8,0,430
1527358116918,1586,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-87,text,true,,307,151,2,92,,1586,utf-8,0,1486
1527358118413,517,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-88,text,true,,307,151,1,89,,517,utf-8,0,420
1527358119914,562,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-89,text,true,,307,151,1,86,,562,utf-8,0,465
1527358121414,531,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-90,text,true,,307,151,1,86,,531,utf-8,0,429
1527358122943,569,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-91,text,true,,307,151,1,85,,569,utf-8,0,417
1527358124441,514,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-92,text,true,,307,151,1,86,,514,utf-8,0,418
1527358125941,527,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-93,text,true,,307,151,1,86,,527,utf-8,0,422
1527358127412,531,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-94,text,true,,307,151,1,87,,531,utf-8,0,430
1527358128913,535,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-95,text,true,,307,151,1,86,,535,utf-8,0,431
1527358130413,525,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-96,text,true,,307,151,1,84,,525,utf-8,0,428
1527358131912,559,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-97,text,true,,307,151,1,83,,559,utf-8,0,432
1527358133412,517,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-98,text,true,,307,151,1,85,,517,utf-8,0,419
1527358134912,919,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-99,text,true,,307,151,1,84,,919,utf-8,0,435
1527358136412,555,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-100,text,true,,307,151,1,84,,555,utf-8,0,450
1527358137942,531,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-101,text,true,,307,151,1,89,,531,utf-8,0,435
1527358139440,519,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-102,text,true,,307,151,1,87,,519,utf-8,0,421
1527358140942,533,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-103,text,true,,307,151,1,83,,533,utf-8,0,435
1527358142412,559,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-104,text,true,,307,151,1,86,,559,utf-8,0,456
1527358143916,511,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-105,text,true,,307,151,1,90,,511,utf-8,0,415
1527358145411,533,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-106,text,true,,307,151,1,85,,533,utf-8,0,436
1527358146912,514,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-107,text,true,,307,151,1,88,,514,utf-8,0,416
1527358148411,525,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-108,text,true,,307,151,1,89,,525,utf-8,0,423
1527358149912,512,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-109,text,true,,307,151,1,88,,512,utf-8,0,415
1527358151412,523,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-110,text,true,,307,151,1,88,,522,utf-8,0,423
1527358152912,543,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-111,text,true,,307,151,1,89,,543,utf-8,0,442
1527358154412,543,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-112,text,true,,307,151,1,88,,543,utf-8,0,446
1527358155912,548,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-113,text,true,,307,151,1,88,,548,utf-8,0,434
1527358157411,518,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-114,text,true,,307,151,1,90,,518,utf-8,0,421
1527358158912,530,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-115,text,true,,307,151,1,88,,530,utf-8,0,428
1527358160411,1713,https://calfibonacci.azurewebsites.net/api/calcFibonacci,200,OK,Thread Group 11-116,text,true,,307,151,2,92,,1713,utf-8,0,1476
